id,dataSetId,titleZh,titleEn,version,dataSetUpdateDate,introductionZh,introductionEn,doi,visit,download,ref,打标结果
65d84d0be07c37345b652b70,4d2eafb3b1c34673ae04301c9d975744,2013-2020年海河流域农田水热碳通量及气象要素观测数据集,Water vapor-heat-carbon fluxes and meteorological observation dataset in cropland of Hai River Basin from 2013 to 2020,V2,2024-03-13T02:57:34.297Z,<p>怀来遥感试验站位于海河流域北部河北省张家口市怀来县东花园镇，试验站靠近官厅水库，下垫面以耕地为主。试验场观测仪器设备包括2套蒸渗仪、2套涡动相关仪、一组大孔径闪烁仪以及1套气象要素梯度观测系统和1套自动气象站等，本数据集系统整理了2013–2020年在该区域获取的农田下垫面不同尺度水热碳通量和气象要素观测数据，可为研究不同尺度水热碳通量的处理方法、通量的变化特征以及遥感算法的验证等提供可靠的数据集.</p><p>数据集包括涡动相关仪，自动气象站，大孔径闪烁仪和蒸渗仪4套数据，其中涡动相关仪包括2个观测点共16个数据文件，自动气象站包括2个观测点共16个数据文件，大孔径闪烁仪包括8个数据文件，蒸渗仪包括8个数据文件。观测项目包括生态系统净碳交换量、潜热通量/蒸散量、感热通量、空气温度、空气相对湿度、风速、风向、向下/上短波辐射、向下/上长波辐射、净辐射、大气压、降水、红外辐射温度、光合有效辐射、土壤温度、土壤水分、土壤热通量、平均土壤温度等。</p>,"<p>Huailai Remote Sensing Test Station is located in Donghuayuan Town, Huailai County, Zhangjiakou City, Hebei Province, north of Haihe River basin. The station is close to Guanting reservoir, and the underlying surface is mainly cultivated land. The observation instruments include 2 sets of lysimeters, 2 sets of eddy covariance systems, a set of large-aperture scintillometer, 1 set of meteorological element gradient observation system and 1 set of automatic weather station, etc. The multi-scale water vapor-heat-carbon fluxes and meteorological observation dataset in cropland of Hai River Basin from 2013 to 2020 were processed, and can be used to study the processing methods of different scales of water vapor-heat-carbon flux, the variations of flux characteristics and the verification of remote sensing algorithms.</p><p>The dataset includes four sets of data: eddy covariance system (EC), automatic weather station (AWS), large aperture scintillometer (LAS) and lysimeter. The EC dataset includes 2 observation sites and a total of 16 data files, while the AWS dataset includes 2 observation sites and a total of 16 data files; the LAS dataset includes 8 data files and the lysimeter data set includes 8 data files. The observation items include ecosystem net carbon exchange, latent heat flux/evapotranspiration, sensible heat flux, air temperature, relative humidity, wind speed, wind direction, downward/upward shortwave radiation, downward/upward long wave radiation, net radiation, atmospheric pressure, precipitation, infrared radiation temperature, photosynthetic effective radiation, soil temperature, soil moisture, soil heat flux and average soil temperature, etc.</p>",doi:10.11888/atmos.tpdc.300825,705,747,5,
60b9f23881e63e42b94c214f,633694460877733888,中国土种数据库——基于第二次土壤普查的全国性土壤数据集,Native database in China--based on the second national soil soil survey data sets,V1,2016-06-15T12:39:36.000Z,来源于全国第二次土壤普查汇总成果的中国土种数据库覆盖了上世纪80年代我国主要土种的分布、面积、主要性状、土地利用和生产性能，包括2473个典型剖面、8751个发生层及物理化学性质。该数据库由9张表组成：土种基本信息表、典型剖面景观表、典型剖面理化性质表、统计剖面理化性质表、省名表、县市名表、地点与土种关系表、土类表和亚类表。,来源于全国第二次土壤普查汇总成果的中国土种数据库覆盖了上世纪80年代我国主要土种的分布、面积、主要性状、土地利用和生产性能，包括2473个典型剖面、8751个发生层及物理化学性质。该数据库由9张表组成：土种基本信息表、典型剖面景观表、典型剖面理化性质表、统计剖面理化性质表、省名表、县市名表、地点与土种关系表、土类表和亚类表。,10.11922/sciencedb.88,25752,6831,298,
60b9f23881e63e42b94c22f3,720626420836990976,实验室化学品纯化方法数据集,Dataset of purification methods for laboratory chemicals,V1,2019-10-12T11:21:31.000Z,通过收集书籍手册中的实验室化学品纯化方法数据和相关的理化性质数据，对收集得到的原始数据进行分类汇总和规范化处理，并利用数据采集规范和数据抽查回溯手段控制数据质量，通过软件算法保证数据集中关键数据项的正确性，最终建成实验室化学品纯化方法数据集。本数据集收录了实验室化学品的纯化方法数据和理化性质数据，共计5747条。实验室化学品纯化方法数据集的建成，可以为化学及生物化学实验科研人员进行实验研究提供有益的帮助。,"By collecting data on purification methods for laboratory chemicals and related physical and chemical properties data from the manual books, then the collected data was classified, summarized and standardized. For quality control, we developed collection specifications and methods for data sampling and backtracking, which, coupled with algorithm programs, ensured the accuracy of the key data items. The dataset contains 5,747 records that fall into two subsets: one for purification method data and the other for physical and chemical properties data. The establishment of the dataset of purification methods for laboratory chemicals can provide useful help for the chemical and biochemical experimental researchers.",10.11922/sciencedb.897,2099,36,44,
61c52d50c6ef0a7b357c4b18,c561bab524b04a0ba93678abde74aa5a,三北工程区生态系统土壤保持能力评估数据集（2000–2020年）,Dataset of Ecosystem Soil Conservation Capacity Assessment in Sanbei Project Area (2000-2020),V2,2022-03-30T15:14:13.118Z,<p>土壤保持能力是评价生态系统服务功能的重要指标之一，在维护区域生态安全中具有重要作用。数据集包含了三北工程区2000–2020年生态系统土壤水蚀模数和土壤保持量的空间分布数据。以三北工程区的遥感、气象、地理和土壤等多源数据为基础，结合GIS技术，利用RUSLE模型估算土壤水蚀模数和土壤保持量来评估研究区域的土壤保持能力。从数据来源和模型计算等两个方面进行了数据质量控制，以保证数据的客观准确性，直观地评价了三北工程区2000–2020年生态系统土壤保持能力。本数据集可为三北工程区生态系统土壤保持服务变化评价及生态系统服务变化评价提供必要的科学依据。</p>,"<p>Soil Conservation Capacity is a key indicator for evaluating the ecosystem service function, which plays an important role in maintaining regional ecological security. The dataset includes the spatial distribution data of soil erosion modulus and soil conservation amount in sanbei project area from 2000 to 2020. Based on the multi-source data of remote sensing, meteorology, geography and soil, and combined with GIS technology, RUSLE model was used to estimate soil erosion modulus and soil conservation capacity to evaluate the soil conservation capacity of the study area. In order to ensure the objective accuracy of the data, the data quality control is carried out from two aspects: data source and model calculation, and the soil conservation capacity of sanbei project area ecosystem from 2000 to 2020 was directly evaluated. The dataset can provide valuable scientific foundation for evaluating the changes of soil conservation service function and ecosystem service function in sanbei project area.</p>",10.11922/sciencedb.01287,161,28,0,
60b9f23881e63e42b94c2295,633694461330718723,1990–2016年UNFCCC附件一国家二氧化碳排放因子数据集,A dataset of CO2 emission factors in UNFCCC Annex I countries from 1990 to 2016,V1,2019-07-12T10:26:23.000Z,气候变化问题是当今国际社会关注的热点和焦点。化石燃料燃烧排放的CO2是温室气体最主要的来源，其对温室气体（GHGs）排放总量的贡献达58%以上，是各国温室气体减排的主要关注对象。因此，对化石燃料燃烧CO2排放量的准确核算，是减排政策制定和执行的基础。不同化石燃料燃烧CO2排放核算方法之间的区别主要在于排放因子的选择。国家温室气体清单报告是巴黎协定缔约方各国向联合国提交的官方文件，具有较强的权威性。本研究将44个附件一国家所提交的温室气体清单报告数据表进行处理，获得了分类统一的1990–2016年长时间序列附件一国家按部门方法核算的化石燃料CO2排放因子数据集。数据集为主流xlsx文件，包含各国数据和汇总数据，便于进行数据检索、筛选、比较和分析，也可以作为后续温室气体排放核算的基础数据。,"The issue ofclimate change is the focus of international community. CO2 released from the combustion of fossil fuel contribute more than 58% to the total greenhouse gas (GHGs) emissions, which is the main source of GHGs emissions. It is also the main focus of GHGs emissions reduction in every country. Therefore, the accuracy of CO2 emission accounting of fossil fuel combustion is the basis for the formulation and implementation of emission reduction policies. The difference between different accounting methods mainly lies in the choice of emission factors. The national greenhouse gas inventory report is an official document submitted to the United Nations by the States Parties to the Paris Agreement. It consists of the national inventory report (NIR) and common reporting format (CRF). In this study, the greenhouse gas inventory report submitted by the forty-four annex I countries was collated. And the dataset of CO2 emission factors of fossil fuels combustion by Sectoral-approach in annex I countries from 1990 to 2016 was obtained and classified. The dataset is an xlsx file which contains the data from different countries and aggregated data. It is convenient for data retrieval, filtering, comparison and analysis. It can also be used as the basic data for subsequent greenhouse gas accounting.",10.11922/sciencedb.801,10214,1058,126,
682b4602b9dc7d0bec20b0d1,e744df0922e5425493b8b817b7bf734a,2005和2010年哀牢山中山湿性常绿阔叶林长期监测样地的物种组成和群落特征数据集,Species composition and community characteristics dataset of long-term monitoring plots in the humid evergreen broad-leaved forest of Ailao Mountain in 2005 and 2010,V1,2025-05-30T06:10:02.553Z,"<p>哀牢山地处滇中地区, 受西南季风影响, 在海拔2 000–2 600 m范围内分布有中山湿性常绿阔叶林, 在该区域设置有哀牢山综合观测场中山湿性常绿阔叶林长期观测样地(ALFZH01AC0_01)进行长期生态监测, 具有重要的科研价值。该数据集利用样地内2005和2010年的监测数据, 对森林植物群落乔木层、灌木层、草本层、层间附(寄)生和层间藤本植物的物种组成和群落特征的监测数据进行整合, 共监测174个物种, 隶属于70科129属。其中物种数最多的前5个科依次为百合科(10种)、蔷薇科(9种)、水龙骨科(9种)、樟科(6种)及山茶科(6种), 前5个属为冬青属(Ilex, 5种)、山矾属(Symplocos, 5种)、楼梯草属(Elatostema, 4种)、凤仙花属(Impatiens, 3种)和薹草属(Carex, 3种)。植物生活型组成主要为草本(56种), 占该样地物种总数的32.36%; 灌木41种, 占23.69%; 乔木28种, 占16.18%。样地植物区系地理成分以热带亚洲分布种为主, 占样地物种总数的52.02%。按照中国植被分类系统, 样地的植被为腾冲栲(Castanopsis wattii)+南洋木荷(Schima noronhae)+黄心树(Machilus gamblei)-无量山箭竹(Fargesia wuliangshanensis)-密叶瘤足蕨( Plagiogyria pycnophylla)常绿阔叶林。</p>","<p>Ailaoshan is located in the central Yunnan region, affected by the southwest monsoon. Mid-mountain moist evergreen broad-leaved forest vegetation is distributed within the altitude range of 2 000–2 600 m. Establishment of a long-term monitoring plot in mid-mountain moist evergreen broad-leaved forest in Ailaoshan (ALFZH01AC0_01) for long-term ecological monitoring has important scientific value. This dataset integrates the data of species composition and community characteristics of the forest plant community, including the tree layer, shrub layer, herbaceous layer, inter-layer epiphyte (/parasitic) and interlayer vines by utilizing monitoring data from 2005 and 2010 within the plot. A total of 174 species were recorded, belonging to 70 families and 129 genera. The top 5 families with the largest number of species were Liliaceae (10 species), Rosaceae (9 species), Hydrosauridae (9 species), lauraceae (6 species) and theaceae (6 species). The first five genera are Ilex (5 species), Symplocos (5 species), Elatostema (4 species), Impatiens (3 species) and Carex (3 species). The main plant life forms were herbaceous (56 species), accounting for 32.36%; there were 41 species of shrubs, accounting for 23.69%; there were 28 species of trees, accounting for 16.18%. The floristic components of the plot species were mainly tropical Asian species, accounting for 52.02%. According to the Chinese vegetation classification system, the vegetation in the plot were classified as Castanopsis wattii + Schima noronhae + Machilus gamblei - Fargesia wuliangshanensis - Plagiogyria pycnophylla Evergreen Broadleaf Forest Alliance</p>",10.12282/plantdata.1674,755,88,0,
61bc75854e42b367ffb5abad,e9426bb7168b4483b567e72afbf04d09,蒙古五畜领域三元组数据集,Mongolian Five-livestock Field Triplet Data Set,V1,2022-01-28T02:42:19.643Z,<p>蒙古文的信息处理是自然语言处理的下游任务，五畜文化是蒙古族传统文化的重要组成部分，蒙古语语义网（WordNet）可全面地反映出了蒙古词语的语义特征，本数据集基于蒙古语WordNet，通过搜集整理五畜知识，在蒙古五畜数据的概念之间建立了各种各样的关系，如部分整体关系、上下位关系及疾病治疗等多种语义关系，聚合了大量的五畜知识，完成了五畜结构化蒙古语语义库的构建，并人工处理成三元组的形式来描述概念和关系，这有助于知识表示及实现基于推理的概念检索，无论基础研究还是应用的开发，这些五畜知识都能在语言工程中发挥重要的作用。</p>,<p>蒙古语信息处理是自然语言处理的下游任务。五禽养殖是蒙古传统文化的重要组成部分。蒙古语WordNet可以全面反映蒙古语单词的语义特征。该数据集基于蒙古语WordNet，通过收集和整理五只牲畜的知识，建立了蒙古五牲畜词概念之间的各种关系，如部分整体关系、上级从属关系和疾病治疗等。它收集了大量的五畜知识，完成了五畜结构化蒙古语义数据库的建设，并手动将其处理成三重描述概念和关系，有利于基于知识表示和推理的概念检索，无论是基础研究还是应用开发，所有这些五头牲畜知识都可以在语言工程中发挥重要作用。</p>,10.11922/sciencedb.j00001.00344,69,19,1,
60b9f23881e63e42b94c2200,633694461087449088,蒙元时期丝绸之路旅行家行程GIS数据集,Routes GIS Dataset of Tourists along the Silk Road in the Mongol-Yuan Dynasty ,V1,1529843457000,蒙元时期丝绸之路上的旅行家为数甚多，其中有约15位的行程可供复原，复原工作对研究该时期丝绸之路的走向和不同时期路线的选择意义较大。本文收集整理了文献记载的旅行家途经地点，再依据现代研究成果、古今地图、Google Earth卫星影像等绘制往来路线。15位旅行家、使节从最早的耶律楚材（1218年启程）到最晚的马黎诺里（1353年归程），时间跨度超过了一个世纪。本文按照每位旅行家的出行时间及往来情况，将673处地点分类构成20组行程点数据，将64段行程路线分类构成20组路线数据，从而形成了本数据集。,"During the Mongol-Yuan Dynasty, there were many tourists travelled along the Silk Road, of whom about 15 were recorded in detail and could be restored to their journeys. The journeys of those tourists are of great significance to the study of the route of the Silk Road in the Mongol-Yuan Dynasty and the route chosen in different periods. This paper collects the tourists in the literature, and then draws the routes based on modern research results, ancient and modern maps, Google Earth satellite images and so on. The 15 travelers, from the earliest Yelu Chucai (1218) to the latest Marignolli (1353), have a time span of more than a century. According to the travel time of each tourist, this paper divides 673 locations into 20 groups of travel point data and 64 sections of itinerary route data into 20 groups, thus forming this data set.",10.11922/sciencedb.622,8455,244,96,
6329c610b01e79596f4d1496,c2ba599e83824aa0af6174865795c44b,Facile dispersion strategy to prepare polylactic acid/reed straw nanofiber composites with enhanced mechanical and thermal properties,Facile dispersion strategy to prepare polylactic acid/reed straw nanofiber composites with enhanced mechanical and thermal properties,V1,2023-05-01T10:41:34.722Z,"<p>The challenge of dispersing nanocellulose in hydrophobic polymers such as polylactic acid (PLA) still obstacles the further application of cellulose nanocomposites. An environment-friendly and facile wet-shearing pretreatment strategy without using any&nbsp;organic solvent&nbsp;was developed in this work. Silane modified lignocellulose nanofiber (SLCNF) was pre-dispersed into PLA by wet-shearing pretreatment, followed by extrusion process and the SLCNF could be dispersed extremely well in PLA matrices. SLCNF formed a crosslinked network and had an improved compatibility, which improved the mechanical and thermal properties of PLA composites. The&nbsp;tensile strength, elongation at break and thermal deformation temperature of the composites were increased by 12.6&nbsp;%, 32.4&nbsp;% and 9.1&nbsp;°C, respectively. Moreover, SLCNF promoted the crystallization of PLA as a heterogeneous nucleating agent and the crystallinity was increased by about 40&nbsp;%. This study provides an effective way to disperse nanocellulose in polymer matrix with high efficiency to enhance polymer-based composites.</p>","<p>The challenge of dispersing nanocellulose in hydrophobic polymers such as polylactic acid (PLA) still obstacles the further application of cellulose nanocomposites. An environment-friendly and facile wet-shearing pretreatment strategy without using any&nbsp;organic solvent&nbsp;was developed in this work. Silane modified lignocellulose nanofiber (SLCNF) was pre-dispersed into PLA by wet-shearing pretreatment, followed by extrusion process and the SLCNF could be dispersed extremely well in PLA matrices. SLCNF formed a crosslinked network and had an improved compatibility, which improved the mechanical and thermal properties of PLA composites. The&nbsp;tensile strength, elongation at break and thermal deformation temperature of the composites were increased by 12.6&nbsp;%, 32.4&nbsp;% and 9.1&nbsp;°C, respectively. Moreover, SLCNF promoted the crystallization of PLA as a heterogeneous nucleating agent and the crystallinity was increased by about 40&nbsp;%. This study provides an effective way to disperse nanocellulose in polymer matrix with high efficiency to enhance polymer-based composites.</p>",https://doi.org/10.1016/j.ijbiomac.2022.08.121,24,19726,0,
62874c598d7200000100290d,864903829903114240,MEO卫星内部充电预警方法研究,study on the internal charging warning method of  MEO Satellite,V1,2021-11-09T01:34:18.649Z,"该数据集是《MEO轨道卫星深层充电风险预警方法研究》文章的支撑性数据，基于CRRESELE模型、GOES卫星、北斗卫星等资源，生成MEO和GEO卫星轨道电子环境参数，基于北斗/风云等卫星运行参数，生成高能电子预警信息，用于证明轨道有差异，各轨道面高能电子数据差异明显，定量回答高能电子增强事件与轨道高度、磁暴大小等的关系研究，同时支撑现有业务预警模式改进。该数据集包括如下10方面的内容，包括：
图1轨道上大于2MeV电子全向积分通量随Ap指数关系
图2太阳活动高低年下高能电子全向积分通量随高度变化曲线
图3太阳活动高年中，不同高度的MEO圆轨道上，大于2MeV电子全向积分通量随轨道倾角的变化曲线
图4-2012至2014年MEO能电子通量时序变化图
图5 2012至2014年GEO能电子通量及磁场扰动时序图
图6 强地磁暴期间高能电子通量响应增强图
图7 中高轨上卫星轨道上1MeV的电子微分通量日变化图
图8中高轨高能电子环境与卫星内带电故障信息比对
图9 2019年9月1日到16日间GOES卫星监测到的≥2MeV高能电子数据结果
图10 多参数协同预警软件计算获得的电场数据结果。
","The data set is the  supporting data of study on the internal charging warning method of  MEO Satellite, based on CRRESELE model, GOES satellite, beidou satellite, such as resources, generate MEO and GEO satellite orbit electrical environment parameters, based on beidou/cloud operation parameters such as satellite, generate high energy electron early warning information, to prove that there are differences in orbit, There are obvious differences in the high-energy electronic data of each orbital plane, which can quantitatively answer the research on the relationship between high-energy electron enhancement events and orbital height and magnetic storm size, and at the same time support the improvement of the existing business early warning mode.",10.12176/05.99.00835,18690,281,0,
60b9c3adae98d4289fceecde,804399692560465920,D2-City:  A Large-Scale Dashcam Video Dataset of Diverse Traffic Scenarios,D2-City:  A Large-Scale Dashcam Video Dataset of Diverse Traffic Scenarios,V1,2021-02-04T07:19:47.801Z,"<p>D2-City is a large-scale driving video dataset that provides more than 10,000 dashcam videos recorded in 720p HD or 1080p FHD. Around 1000 of the videos come with detection and tracking annotation in each frame of all road objects, including bounding boxes and the tracking IDs of cars, vans, buses, trucks, pedestrians, motorcycles, bicycles, open- and closed-tricycles, forklifts, and large- and small-blocks. Some of the remainders of the videos come with road objects annotated in keyframes.</p><p>&nbsp;</p><p>Compared with existing datasets, D2-City benefits from its huge amount of diversity as data is collected from several cities throughout China and features varying weather, road, and traffic conditions. D2-City pays special attention to challenges in complex and various traffic scenarios. By bring more challenging cases to the community, we hope that this dataset will encourage and help new advances in the perception area of intelligent driving. The D2-City dataset and the corresponding challenges are originally hosted on DiDi GAIA's platform (URL: <a href=""https://outreach.didichuxing.com/d2city/d2city"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(112, 177, 231);"">https://outreach.didichuxing.com/d2city/d2city</a>)</p>","<p>D2-City is a large-scale driving video dataset that provides more than 10,000 dashcam videos recorded in 720p HD or 1080p FHD. Around 1000 of the videos come with detection and tracking annotation in each frame of all road objects, including bounding boxes and the tracking IDs of cars, vans, buses, trucks, pedestrians, motorcycles, bicycles, open- and closed-tricycles, forklifts, and large- and small-blocks. Some of the remainders of the videos come with road objects annotated in keyframes.</p><p>&nbsp;</p><p>Compared with existing datasets, D2-City benefits from its huge amount of diversity as data is collected from several cities throughout China and features varying weather, road, and traffic conditions. D2-City pays special attention to challenges in complex and various traffic scenarios. By bring more challenging cases to the community, we hope that this dataset will encourage and help new advances in the perception area of intelligent driving. The D2-City dataset and the corresponding challenges are originally hosted on DiDi GAIA's platform (URL: <a href=""https://outreach.didichuxing.com/d2city/d2city"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(112, 177, 231);"">https://outreach.didichuxing.com/d2city/d2city</a>)</p>",10.11922/sciencedb.00603,8545,3453,51,
6193143061f1fe6cadb1b76f,2404fcac84c04914b0ccde71ad3ec00a,"Raw Data for the article ""Discovery, Optimization and Evaluation of 1-(Indolin-1-yl)ethan-1-ones as Novel Selective TRIM24 Bromodomain Inhibitors""","Raw Data for the article ""Discovery, Optimization and Evaluation of 1-(Indolin-1-yl)ethan-1-ones as Novel Selective TRIM24 Bromodomain Inhibitors""",V1,2021-11-17T00:47:05.057Z,"<p>This zip package includes all the raw data involving in the article ""Discovery, Optimization and Evaluation of 1-(Indolin-1-yl)ethan-1-ones as Novel Selective TRIM24 Bromodomain Inhibitors""submitted to theJournal of Medicinal Chemistry.</p>","<p>This zip package includes all the raw data involving in the article ""Discovery, Optimization and Evaluation of 1-(Indolin-1-yl)ethan-1-ones as Novel Selective TRIM24 Bromodomain Inhibitors""submitted to theJournal of Medicinal Chemistry.</p>",10.11922/sciencedb.o00049.00002,60,75,0,
6188da77a6a5046fe0ac0230,76b39c9c435d4035b5076412c2ddcb61,IDADP-葡萄病害识别研究图像数据集,An image dataset for IDADP-grape disease identification,V1,2021-12-01T07:41:38.519Z,<p>构建可供机器学习建模使用的图像数据集对于实现高效的农业病虫害识别至关重要。为此，我们构建了农业病虫害研究图库（IDADP），涵盖农业病虫害图像采集、分类、标记、存储与建模等多方面的内容，面向科研学者与农技人员两大类用户群体提供农业病害在线诊断及相关的技术咨询等服务。其中，葡萄病害数据集收集整理了白粉病、霜霉病等7种高质量病害图像数据，共计3622张，约45.4GB。本数据集可为葡萄病害识别研究领域提供宝贵的基础数据资源，同时可作为大数据环境下机器学习建模的标准图库，对促进农业病害图像识别研究的发展具有重要的实际应用价值。</p>,"<p>Building an image dataset for machine learning modeling is very important for&nbsp;efficiently identifying&nbsp;agricultural diseases&nbsp;and pests.&nbsp;Therefore, we have constructed an image dataset for agricultural diseases and&nbsp;pests research (IDADP) which covers such aspects of agricultural diseases and pests as image acquisition, classification, labeling, storage and modeling. Meanwhile, this image dataset provides online diagnosis of agricultural diseases and related technical consultation services for scholars and agricultural technicians. The grape disease dataset has about 45.4&nbsp;GB, and&nbsp;7&nbsp;high-quality disease images&nbsp;such as powdery mildew and downy mildew, a total of 3622&nbsp;images.&nbsp;As a standard dataset for machine learning modeling in large data environment, this image dataset will provide valuable basic data resources. And it has important applicability in promoting the development of agricultural disease identification.</p>",10.11922/sciencedb.j00001.00311,583,13564,13,
60b9c3adae98d4289fceecda,803637465205178368,Multi-objective optimization of reservoir in the upper reaches of the Yellow River,Multi-objective optimization of reservoir in the upper reaches of the Yellow River,V1,2021-01-28T05:57:00.287Z,"<p>With more attention paid to the ecological environment, improving the current reservoir operation plans and restoring the rivers’ ecological flow processes, especially during important physiological activities such as fish spawning and migration, have become key targets in reservoir operations. In this study, we set the ecological objective that makes the discharge of the reservoir closer to the natural flow characteristics during the fish spawning period. </p><p><br></p><p>The database shows historical flow data at the Tangnaihai Station upstream of the Longyangxia Reservoir from 2007 to 2016 before the construction of the Yangqu Reservoir, which is used as the benchmark of the natural flow pattern. Also, the database includes data that supports the visualizations in the manuscripts “Shrinking Pareto Fronts to Guide Reservoir Operations by Quantifying Competition among Multiple Objectives”, including the Pareto optimal solutions, optimization schemes for the reservoir in 2009,2010 and 2015, and parameters discussion.</p><p><br></p><p>The sheet “inflow data” shows inflow data of the Yangqu Reservoir from 2007 to 2016 in the spawning season.</p><p>&nbsp;</p><p>The sheets “Pareto optimal solution of 2009”, “Pareto optimal solution of 2010”, “Pareto optimal solution of 2015” show the Pareto optimal solutions of multi-objective optimization model in different hydrologic years, respectively.</p><p>&nbsp;</p><p>The sheets “Optimal operational scheme 2009”, “Optimal operational scheme 2010”, “Optimal operational scheme 2015” show the selected optimal operational scheme using the shrinking Pareto fronts method.</p><p>&nbsp;</p><p>The sheets “Fig.7”, “Fig.8” support the visualization of parameters discussion.</p>","<p>With more attention paid to the ecological environment, improving the current reservoir operation plans and restoring the rivers’ ecological flow processes, especially during important physiological activities such as fish spawning and migration, have become key targets in reservoir operations. In this study, we set the ecological objective that makes the discharge of the reservoir closer to the natural flow characteristics during the fish spawning period. </p><p><br></p><p>The database shows historical flow data at the Tangnaihai Station upstream of the Longyangxia Reservoir from 2007 to 2016 before the construction of the Yangqu Reservoir, which is used as the benchmark of the natural flow pattern. Also, the database includes data that supports the visualizations in the manuscripts “Shrinking Pareto Fronts to Guide Reservoir Operations by Quantifying Competition among Multiple Objectives”, including the Pareto optimal solutions, optimization schemes for the reservoir in 2009,2010 and 2015, and parameters discussion.</p><p><br></p><p>The sheet “inflow data” shows inflow data of the Yangqu Reservoir from 2007 to 2016 in the spawning season.</p><p>&nbsp;</p><p>The sheets “Pareto optimal solution of 2009”, “Pareto optimal solution of 2010”, “Pareto optimal solution of 2015” show the Pareto optimal solutions of multi-objective optimization model in different hydrologic years, respectively.</p><p>&nbsp;</p><p>The sheets “Optimal operational scheme 2009”, “Optimal operational scheme 2010”, “Optimal operational scheme 2015” show the selected optimal operational scheme using the shrinking Pareto fronts method.</p><p>&nbsp;</p><p>The sheets “Fig.7”, “Fig.8” support the visualization of parameters discussion.</p>",10.11922/sciencedb.00587,303,12,0,
62abe0d479120000af00224c,984922855466598400,“基于长椭球面波函数去卷积方法的高动态范围太阳射电成像 ”发表论文的模拟数据,Simulation Data for the Publication “High Dynamic Range Solar Radio Imaging Based on Deconvolution Using Prolate Spheroidal Wave Functions”,V1,2022-06-16T06:55:49.355Z,<p>文件是“基于长椭球面波函数去卷积方法的高动态范围太阳射电成像”的模拟结果数据图。数据集包括了针对太阳射电图像的去卷积结果，采用的去卷积方法包括CLEAN算法和基于PSWF正交基的去卷积算法，并对两种方法的结果进行了对比。该数据集基于matlab仿真得到，可用于高动态范围太阳射电成像的研究。</p>,"<p>Simulation data of ""High Dynamic Range Solar Radio Imaging Based on Deconvolution Using Prolate Spheroidal Wave Functions."" The dataset includes the deconvolution results for solar radio images. We employ and compare two deconvolution methods, including the CLEAN algorithm and the PSWF orthonormal basis. The data has been obtained using Matlab and can be used for the study of high dynamic range solar radio imaging.</p>",10.12176/02.99.03012,17267,6,0,
